labeler,column,start_date,start_time,end_date,end_time,eat,drink,sleep,chinrest,ride,stand,stand_near_fence,gone,Estrus_stage,Hours_til_estrus
ARIS group 10,"cow-c
(black-pattern)",2/12/2024,0:00:00,13/2/2024,0:00:00,26067,257,30557,0,0,28583,935,0,non-estrus,347.2544444
ARIS group 10,"cow-a
(black)",2/12/2024,6:00:00,13/2/2024,6:00:00,26989,2330,30268,0,0,20983,5417,0,non-estrus,341.2544444
ARIS group 10,"cow-b
(white-pattern)",2/12/2024,6:00:00,13/2/2024,6:00:00,19443,645,32290,0,0,30813,2641,0,non-estrus,341.2544444
ARIS group 10,"cow-c
(black-pattern)",2/12/2024,6:00:00,13/2/2024,6:00:00,25424,257,31469,0,0,27902,935,0,non-estrus,341.2544444
ARIS group 10,"cow-a
(black)",2/12/2024,12:00:00,13/2/2024,12:00:00,26086,5813,30361,0,0,18173,5547,0,non-estrus,335.2544444
ARIS group 10,"cow-b
(white-pattern)",2/12/2024,12:00:00,13/2/2024,12:00:00,18529,3046,31856,0,0,29261,3288,0,non-estrus,335.2544444
ARIS group 10,"cow-c
(black-pattern)",2/12/2024,12:00:00,13/2/2024,12:00:00,24250,3218,31913,0,0,24368,2219,0,non-estrus,335.2544444
ARIS group 10,"cow-a
(black)",2/12/2024,18:00:00,13/2/2024,18:00:00,26859,7634,30361,0,0,16566,4263,0,non-estrus,329.2544444
ARIS group 10,"cow-b
(white-pattern)",2/12/2024,18:00:00,13/2/2024,18:00:00,19687,3859,33066,0,0,26331,2740,0,non-estrus,329.2544444
ARIS group 10,"cow-c
(black-pattern)",2/12/2024,18:00:00,13/2/2024,18:00:00,22290,4864,31913,0,0,24515,2089,0,non-estrus,329.2544444
ARIS group 10,"cow-a
(black)",13/2/2024,0:00:00,14/2/2024,0:00:00,22622,6056,37765,0,0,15669,4287,0,non-estrus,323.2544444
ARIS group 10,"cow-b
(white-pattern)",13/2/2024,0:00:00,14/2/2024,0:00:00,15809,3366,38340,0,0,24157,4727,0,non-estrus,323.2544444
ARIS group 10,"cow-c
(black-pattern)",13/2/2024,0:00:00,14/2/2024,0:00:00,15203,4882,39461,0,0,24734,2107,0,non-estrus,323.2544444
ARIS group 10,"cow-a
(black)",13/2/2024,6:00:00,14/2/2024,6:00:00,22652,6056,33303,0,0,18587,4369,0,non-estrus,317.2544444
ARIS group 10,"cow-b
(white-pattern)",13/2/2024,6:00:00,14/2/2024,6:00:00,15839,3366,36424,0,0,24641,4697,0,non-estrus,317.2544444
ARIS group 10,"cow-c
(black-pattern)",13/2/2024,6:00:00,14/2/2024,6:00:00,15859,4882,35626,0,0,25428,3160,0,non-estrus,317.2544444
ARIS group 10,"cow-a
(black)",13/2/2024,12:00:00,14/2/2024,12:00:00,25239,3850,34813,0,0,17102,5166,0,non-estrus,311.2544444
ARIS group 10,"cow-b
(white-pattern)",13/2/2024,12:00:00,14/2/2024,12:00:00,18298,1385,37303,0,0,20355,8829,0,non-estrus,311.2544444
ARIS group 10,"cow-c
(black-pattern)",13/2/2024,12:00:00,14/2/2024,12:00:00,20105,3399,37076,0,0,20891,4699,0,non-estrus,311.2544444
ARIS group 10,"cow-a
(black)",13/2/2024,18:00:00,14/2/2024,18:00:00,27126,3594,35268,0,0,11124,9258,0,non-estrus,305.2544444
ARIS group 10,"cow-b
(white-pattern)",13/2/2024,18:00:00,14/2/2024,18:00:00,19568,2026,38170,0,0,12084,14522,0,non-estrus,305.2544444
ARIS group 10,"cow-c
(black-pattern)",13/2/2024,18:00:00,14/2/2024,18:00:00,22412,3291,37797,0,0,16183,6673,0,non-estrus,305.2544444
ARIS group 10,"cow-a
(black)",14/2/2024,0:00:00,15/2/2024,0:00:00,29351,4253,33017,0,0,10363,9415,0,non-estrus,299.2544444
ARIS group 10,"cow-b
(white-pattern)",14/2/2024,0:00:00,15/2/2024,0:00:00,20353,3037,35091,0,0,14327,13591,0,non-estrus,299.2544444
ARIS group 10,"cow-c
(black-pattern)",14/2/2024,0:00:00,15/2/2024,0:00:00,25326,3827,32615,0,0,16875,7735,0,non-estrus,299.2544444
ARIS group 10,"cow-a
(black)",14/2/2024,6:00:00,15/2/2024,6:00:00,29351,4253,35156,0,0,7848,9333,0,non-estrus,293.2544444
ARIS group 10,"cow-b
(white-pattern)",14/2/2024,6:00:00,15/2/2024,6:00:00,20353,3037,35628,0,0,13332,13591,0,non-estrus,293.2544444
ARIS group 10,"cow-c
(black-pattern)",14/2/2024,6:00:00,15/2/2024,6:00:00,24593,3827,35645,0,0,14845,7010,0,non-estrus,293.2544444
ARIS group 10,"cow-a
(black)",14/2/2024,12:00:00,15/2/2024,12:00:00,27900,7133,35308,0,0,6240,9197,0,non-estrus,287.2544444
ARIS group 10,"cow-b
(white-pattern)",14/2/2024,12:00:00,15/2/2024,12:00:00,19375,5579,36489,0,0,12869,11466,0,non-estrus,287.2544444
ARIS group 10,"cow-c
(black-pattern)",14/2/2024,12:00:00,15/2/2024,12:00:00,22103,5643,37082,0,0,14077,6852,0,non-estrus,287.2544444
ARIS group 10,"cow-a
(black)",14/2/2024,18:00:00,15/2/2024,18:00:00,24473,7026,35978,0,0,6552,11805,0,non-estrus,281.2544444
ARIS group 10,"cow-b
(white-pattern)",14/2/2024,18:00:00,15/2/2024,18:00:00,17520,6518,37868,0,0,13565,10363,0,non-estrus,281.2544444
ARIS group 10,"cow-c
(black-pattern)",14/2/2024,18:00:00,15/2/2024,18:00:00,21873,5863,36361,0,0,14542,7162,0,non-estrus,281.2544444
ARIS group 10,"cow-a
(black)",15/2/2024,0:00:00,15/2/2024,23:59:59,23103,6842,34596,0,0,9302,11777,0,non-estrus,275.2547222
ARIS group 10,"cow-b
(white-pattern)",15/2/2024,0:00:00,15/2/2024,23:59:59,17692,7276,36208,0,0,13443,11001,0,non-estrus,275.2547222
ARIS group 10,"cow-c
(black-pattern)",15/2/2024,0:00:00,15/2/2024,23:59:59,21513,5615,37818,0,0,13248,7400,0,non-estrus,275.2547222
ARIS group 11,"cow-a
(black)",13/11/2023,0:00:00,14/11/2023,0:00:00,22478,934,42904,0,0,9299,10784,0,non-estrus,85.18
ARIS group 11,"cow-b
(white-pattern)",13/11/2023,0:00:00,14/11/2023,0:00:00,14309,830,53930,0,0,9805,7525,0,non-estrus,32.198
ARIS group 11,"cow-c
(black-pattern)",13/11/2023,0:00:00,14/11/2023,0:00:00,19964,6069,45985,0,0,7685,6696,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",13/11/2023,6:00:00,14/11/2023,6:00:00,22478,1008,33884,0,0,10751,10784,0,non-estrus,79.18
ARIS group 11,"cow-b
(white-pattern)",13/11/2023,6:00:00,14/11/2023,6:00:00,14309,890,44949,582,0,10650,7525,0,non-estrus,26.198
ARIS group 11,"cow-c
(black-pattern)",13/11/2023,6:00:00,14/11/2023,6:00:00,21283,6283,36502,0,0,8141,6696,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",13/11/2023,12:00:00,14/11/2023,12:00:00,28308,1267,33884,0,0,14528,7136,0,non-estrus,73.18
ARIS group 11,"cow-b
(white-pattern)",13/11/2023,12:00:00,14/11/2023,12:00:00,17911,781,40532,582,0,19582,5735,0,non-estrus,20.198
ARIS group 11,"cow-c
(black-pattern)",13/11/2023,12:00:00,14/11/2023,12:00:00,25658,4018,36502,0,0,11754,7191,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",13/11/2023,18:00:00,14/11/2023,18:00:00,32867,3831,32717,0,0,14299,2573,0,non-estrus,67.18
ARIS group 11,"cow-b
(white-pattern)",13/11/2023,18:00:00,14/11/2023,18:00:00,14658,1041,42270,582,0,27348,388,0,non-estrus,14.198
ARIS group 11,"cow-c
(black-pattern)",13/11/2023,18:00:00,14/11/2023,18:00:00,33104,2898,32067,0,0,14902,3316,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",14/11/2023,0:00:00,15/11/2023,0:00:00,29848,4491,34593,0,0,15218,2249,0,non-estrus,61.18
ARIS group 11,"cow-b
(white-pattern)",14/11/2023,0:00:00,15/11/2023,0:00:00,13444,1041,41761,582,0,29015,556,0,non-estrus,8.198
ARIS group 11,"cow-c
(black-pattern)",14/11/2023,0:00:00,15/11/2023,0:00:00,29412,2958,36740,0,0,15403,1886,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",14/11/2023,6:00:00,15/11/2023,6:00:00,30019,4417,32320,0,0,16840,2382,0,non-estrus,55.18
ARIS group 11,"cow-b
(white-pattern)",14/11/2023,6:00:00,15/11/2023,6:00:00,13444,981,38421,0,74,32358,700,0,non-estrus,2.198
ARIS group 11,"cow-c
(black-pattern)",14/11/2023,6:00:00,15/11/2023,6:00:00,28914,2744,35607,0,0,16522,2191,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",14/11/2023,12:00:00,15/11/2023,12:00:00,23350,4041,32320,0,0,24190,1235,0,non-estrus,49.18
ARIS group 11,"cow-b
(white-pattern)",14/11/2023,12:00:00,15/11/2023,12:00:00,10354,984,39651,0,799,32155,629,0,estrus,-3.803
ARIS group 11,"cow-c
(black-pattern)",14/11/2023,12:00:00,15/11/2023,12:00:00,23030,2741,36134,0,1376,19352,1350,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",14/11/2023,18:00:00,15/11/2023,18:00:00,19140,2716,32919,7,0,28227,2927,0,non-estrus,43.18
ARIS group 11,"cow-b
(white-pattern)",14/11/2023,18:00:00,15/11/2023,18:00:00,10469,196,39766,45,817,29797,4282,0,estrus,-9.803
ARIS group 11,"cow-c
(black-pattern)",14/11/2023,18:00:00,15/11/2023,18:00:00,19724,1970,38015,0,1376,21227,2471,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",15/11/2023,0:00:00,16/11/2023,0:00:00,17821,2596,32270,7,0,30837,2868,0,non-estrus,37.18
ARIS group 11,"cow-b
(white-pattern)",15/11/2023,0:00:00,16/11/2023,0:00:00,10469,664,39469,54,821,30063,4295,0,non-estrus,-24
ARIS group 11,"cow-c
(black-pattern)",15/11/2023,0:00:00,16/11/2023,0:00:00,18884,1910,38138,0,1376,22599,2339,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",15/11/2023,6:00:00,16/11/2023,6:00:00,17573,2596,35232,7,0,27991,2735,0,non-estrus,31.18
ARIS group 11,"cow-b
(white-pattern)",15/11/2023,6:00:00,16/11/2023,6:00:00,10469,664,42374,54,747,27111,4151,0,non-estrus,-24
ARIS group 11,"cow-c
(black-pattern)",15/11/2023,6:00:00,16/11/2023,6:00:00,18064,1910,39636,0,1376,21961,2034,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",15/11/2023,12:00:00,16/11/2023,12:00:00,21016,4911,35232,7,0,15979,8634,0,non-estrus,25.18
ARIS group 11,"cow-b
(white-pattern)",15/11/2023,12:00:00,16/11/2023,12:00:00,11821,777,41965,54,22,19472,11668,0,non-estrus,-24
ARIS group 11,"cow-c
(black-pattern)",15/11/2023,12:00:00,16/11/2023,12:00:00,16845,4201,39404,0,0,19532,5797,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",15/11/2023,18:00:00,16/11/2023,18:00:00,29205,4774,34633,0,0,8157,9149,0,non-estrus,19.18
ARIS group 11,"cow-b
(white-pattern)",15/11/2023,18:00:00,16/11/2023,18:00:00,15328,1373,40175,9,4,17125,11904,0,non-estrus,-24
ARIS group 11,"cow-c
(black-pattern)",15/11/2023,18:00:00,16/11/2023,18:00:00,23939,4631,37032,0,0,15046,5270,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",16/11/2023,0:00:00,17/11/2023,0:00:00,30483,4463,29830,1130,0,11276,9217,0,pre-estrus,13.739
ARIS group 11,"cow-b
(white-pattern)",16/11/2023,0:00:00,17/11/2023,0:00:00,15328,905,35744,1130,33,21536,11723,0,non-estrus,no data
ARIS group 11,"cow-c
(black-pattern)",16/11/2023,0:00:00,17/11/2023,0:00:00,26125,4643,32326,0,0,16216,7089,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",16/11/2023,6:00:00,17/11/2023,6:00:00,30571,4463,16267,1130,0,20077,13450,0,pre-estrus,7.739
ARIS group 11,"cow-b
(white-pattern)",16/11/2023,6:00:00,17/11/2023,6:00:00,15328,905,21992,1130,1106,33774,11723,0,non-estrus,no data
ARIS group 11,"cow-c
(black-pattern)",16/11/2023,6:00:00,17/11/2023,6:00:00,26125,4643,19796,0,0,26943,8451,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",16/11/2023,12:00:00,17/11/2023,12:00:00,23863,3239,17876,1306,525,30400,8203,0,pre-estrus,1.739
ARIS group 11,"cow-b
(white-pattern)",16/11/2023,12:00:00,17/11/2023,12:00:00,12752,1875,20953,1130,1106,43520,4076,0,non-estrus,no data
ARIS group 11,"cow-c
(black-pattern)",16/11/2023,12:00:00,17/11/2023,12:00:00,25448,1542,21115,0,0,32342,4965,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",16/11/2023,18:00:00,17/11/2023,18:00:00,17280,1674,21006,1306,1128,37521,6110,0,estrus,-4.264
ARIS group 11,"cow-b
(white-pattern)",16/11/2023,18:00:00,17/11/2023,18:00:00,11819,1086,22058,1130,1279,48653,0,0,non-estrus,no data
ARIS group 11,"cow-c
(black-pattern)",16/11/2023,18:00:00,17/11/2023,18:00:00,23379,175,21251,0,0,36948,4272,0,non-estrus,no data
ARIS group 11,"cow-a
(black)",17/11/2023,0:00:00,17/11/2023,23:59:59,17776,1960,28960,176,1128,30466,5756,0,estrus,nodata
ARIS group 11,"cow-b
(white-pattern)",17/11/2023,0:00:00,17/11/2023,23:59:59,13168,1133,29842,0,1246,40833,0,0,non-estrus,no data
ARIS group 11,"cow-c
(black-pattern)",17/11/2023,0:00:00,17/11/2023,23:59:59,23782,775,23645,0,0,35666,2354,0,non-estrus,no data
ARIS group 12,"cow-a
(black)",18/11/2023,0:00:00,19/11/2023,0:00:00,22933,9718,37854,0,0,8137,7378,0,non-estrus,no data
ARIS group 12,"cow-b
(white-pattern)",18/11/2023,0:00:00,19/11/2023,0:00:00,13666,4365,44118,27,0,14580,9264,0,non-estrus,no data
ARIS group 12,"cow-c
(black-pattern)",18/11/2023,0:00:00,19/11/2023,0:00:00,24057,6608,38616,0,0,12174,4565,0,non-estrus,no data
ARIS group 12,"cow-a
(black)",18/11/2023,6:00:00,19/11/2023,6:00:00,22070,8811,38328,0,0,9549,7378,0,non-estrus,no data
ARIS group 12,"cow-b
(white-pattern)",18/11/2023,6:00:00,19/11/2023,6:00:00,15146,4147,42215,27,0,15337,9264,0,non-estrus,no data
ARIS group 12,"cow-c
(black-pattern)",18/11/2023,6:00:00,19/11/2023,6:00:00,24057,6608,38443,0,0,12463,4565,0,non-estrus,no data
ARIS group 12,"cow-a
(black)",18/11/2023,12:00:00,19/11/2023,12:00:00,23696,4178,37292,0,0,12492,7941,0,non-estrus,no data
ARIS group 12,"cow-b
(white-pattern)",18/11/2023,12:00:00,19/11/2023,12:00:00,17827,4214,40776,22,0,13087,9673,0,non-estrus,no data
ARIS group 12,"cow-c
(black-pattern)",18/11/2023,12:00:00,19/11/2023,12:00:00,23593,4086,38737,0,0,11509,7674,0,non-estrus,no data
ARIS group 12,"cow-a
(black)",18/11/2023,18:00:00,19/11/2023,18:00:00,22478,2323,40964,0,0,12390,7652,0,non-estrus,no data
ARIS group 12,"cow-b
(white-pattern)",18/11/2023,18:00:00,19/11/2023,18:00:00,17534,2082,42801,105,0,13717,9568,0,non-estrus,no data
ARIS group 12,"cow-c
(black-pattern)",18/11/2023,18:00:00,19/11/2023,18:00:00,21350,3355,42174,83,0,10515,8330,0,non-estrus,no data
ARIS group 12,"cow-a
(black)",19/11/2023,0:00:00,20/11/2023,0:00:00,22800,2323,40510,0,0,13054,7652,0,non-estrus,no data
ARIS group 12,"cow-b
(white-pattern)",19/11/2023,0:00:00,20/11/2023,0:00:00,18667,2082,41418,105,0,14499,9568,0,non-estrus,no data
ARIS group 12,"cow-c
(black-pattern)",19/11/2023,0:00:00,20/11/2023,0:00:00,20313,2836,42034,83,0,12743,8330,0,non-estrus,no data
ARIS group 12,"cow-a
(black)",19/11/2023,6:00:00,20/11/2023,6:00:00,22800,2323,38785,0,0,11559,7652,0,non-estrus,no data
ARIS group 12,"cow-b
(white-pattern)",19/11/2023,6:00:00,20/11/2023,6:00:00,17077,1409,41071,105,0,13889,9568,0,non-estrus,no data
ARIS group 12,"cow-c
(black-pattern)",19/11/2023,6:00:00,20/11/2023,6:00:00,21542,2836,38159,83,0,12169,8330,0,non-estrus,no data
ARIS group 12,"cow-a
(black)",19/11/2023,12:00:00,20/11/2023,12:00:00,30034,4022,42524,0,0,5200,3680,0,non-estrus,no data
ARIS group 12,"cow-b
(white-pattern)",19/11/2023,12:00:00,20/11/2023,12:00:00,17760,1560,43326,83,0,16129,6602,0,non-estrus,no data
ARIS group 12,"cow-c
(black-pattern)",19/11/2023,12:00:00,20/11/2023,12:00:00,28724,2117,41187,83,0,7392,5957,0,non-estrus,no data
ARIS group 12,"cow-a
(black)",19/11/2023,18:00:00,20/11/2023,18:00:00,28754,2648,40204,0,0,4543,9928,0,non-estrus,no data
ARIS group 12,"cow-b
(white-pattern)",19/11/2023,18:00:00,20/11/2023,18:00:00,18464,661,42000,0,0,14283,10669,0,non-estrus,no data
ARIS group 12,"cow-c
(black-pattern)",19/11/2023,18:00:00,20/11/2023,18:00:00,30062,1498,39609,0,0,7064,7844,0,non-estrus,no data
ARIS group 12,"cow-a
(black)",20/11/2023,0:00:00,21/11/2023,0:00:00,29771,2896,34140,0,0,6964,10034,0,non-estrus,no data
ARIS group 12,"cow-b
(white-pattern)",20/11/2023,0:00:00,21/11/2023,0:00:00,18951,1145,36730,0,0,16240,10739,0,non-estrus,no data
ARIS group 12,"cow-c
(black-pattern)",20/11/2023,0:00:00,21/11/2023,0:00:00,32494,1654,33954,0,0,7481,8222,0,non-estrus,no data
ARIS group 12,"cow-a
(black)",20/11/2023,6:00:00,21/11/2023,6:00:00,31887,3089,32979,0,0,7730,10034,0,non-estrus,no data
ARIS group 12,"cow-b
(white-pattern)",20/11/2023,6:00:00,21/11/2023,6:00:00,19197,1200,37104,0,0,17479,10739,0,non-estrus,no data
ARIS group 12,"cow-c
(black-pattern)",20/11/2023,6:00:00,21/11/2023,6:00:00,33748,1954,33112,0,0,8340,8565,0,non-estrus,no data
ARIS group 12,"cow-a
(black)",20/11/2023,12:00:00,21/11/2023,12:00:00,27016,1662,36517,0,0,9586,10875,0,non-estrus,no data
ARIS group 12,"cow-b
(white-pattern)",20/11/2023,12:00:00,21/11/2023,12:00:00,15012,2277,42172,0,0,15997,10198,0,non-estrus,no data
ARIS group 12,"cow-c
(black-pattern)",20/11/2023,12:00:00,21/11/2023,12:00:00,25281,1877,37938,0,0,11750,8810,0,non-estrus,no data
ARIS group 12,"cow-a
(black)",20/11/2023,18:00:00,21/11/2023,18:00:00,35407,2711,35165,0,0,10228,2729,0,non-estrus,no data
ARIS group 12,"cow-b
(white-pattern)",20/11/2023,18:00:00,21/11/2023,18:00:00,19798,2927,39205,0,0,20920,3390,0,non-estrus,no data
ARIS group 12,"cow-c
(black-pattern)",20/11/2023,18:00:00,21/11/2023,18:00:00,27196,2141,36079,0,0,16445,4379,0,non-estrus,no data
ARIS group 12,"cow-a
(black)",21/11/2023,0:00:00,22/11/2023,0:00:00,33894,2463,34835,0,0,12553,2623,0,non-estrus,no data
ARIS group 12,"cow-b
(white-pattern)",21/11/2023,0:00:00,22/11/2023,0:00:00,19390,2388,38671,0,0,22599,3320,0,non-estrus,no data
ARIS group 12,"cow-c
(black-pattern)",21/11/2023,0:00:00,22/11/2023,0:00:00,26744,1927,36353,0,0,16901,4443,0,non-estrus,no data
ARIS group 12,"cow-a
(black)",21/11/2023,6:00:00,22/11/2023,6:00:00,33229,2270,35822,0,0,12208,2623,0,non-estrus,no data
ARIS group 12,"cow-b
(white-pattern)",21/11/2023,6:00:00,22/11/2023,6:00:00,20540,2388,37107,0,0,22797,3320,0,non-estrus,no data
ARIS group 12,"cow-c
(black-pattern)",21/11/2023,6:00:00,22/11/2023,6:00:00,26326,1627,37859,0,0,16240,4100,0,non-estrus,no data
ARIS group 12,"cow-a
(black)",21/11/2023,12:00:00,22/11/2023,12:00:00,34446,5053,33305,0,0,11937,1509,0,non-estrus,no data
ARIS group 12,"cow-b
(white-pattern)",21/11/2023,12:00:00,22/11/2023,12:00:00,24027,2174,34853,0,0,22568,2628,0,non-estrus,no data
ARIS group 12,"cow-c
(black-pattern)",21/11/2023,12:00:00,22/11/2023,12:00:00,27731,3577,34745,0,0,18794,1403,0,non-estrus,no data
ARIS group 12,"cow-a
(black)",21/11/2023,18:00:00,22/11/2023,18:00:00,21685,7002,34039,0,0,12873,10213,0,non-estrus,no data
ARIS group 12,"cow-b
(white-pattern)",21/11/2023,18:00:00,22/11/2023,18:00:00,17840,2908,34853,0,0,17264,12947,0,non-estrus,no data
ARIS group 12,"cow-c
(black-pattern)",21/11/2023,18:00:00,22/11/2023,18:00:00,20067,4713,35562,0,0,20442,5028,0,non-estrus,no data
ARIS group 12,"cow-a
(black)",22/11/2023,0:00:00,22/11/2023,23:59:59,22110,7156,35294,0,0,11483,10213,0,non-estrus,no data
ARIS group 12,"cow-b
(white-pattern)",22/11/2023,0:00:00,22/11/2023,23:59:59,17919,3325,35770,0,0,16295,12947,0,non-estrus,no data
ARIS group 12,"cow-c
(black-pattern)",22/11/2023,0:00:00,22/11/2023,23:59:59,19831,4713,38747,0,0,18379,4586,0,non-estrus,no data
ARIS group 13,"cow-a
(black)",24/12/2023,0:00:00,25/12/2023,0:00:00,20697,955,16430,33,0,46038,2246,0,non-estrus,No data
ARIS group 13,"cow-b
(white-pattern)",24/12/2023,0:00:00,25/12/2023,0:00:00,17622,165,43559,0,0,24458,595,0,non-estrus,No data
ARIS group 13,"cow-c
(black-pattern)",24/12/2023,0:00:00,25/12/2023,0:00:00,24611,288,40665,22,0,19856,957,0,non-estrus,No data
ARIS group 13,"cow-a
(black)",24/12/2023,6:00:00,25/12/2023,6:00:00,20697,955,17056,33,0,44220,2349,0,non-estrus,No data
ARIS group 13,"cow-b
(white-pattern)",24/12/2023,6:00:00,25/12/2023,6:00:00,17622,165,42729,0,0,24199,595,0,non-estrus,No data
ARIS group 13,"cow-c
(black-pattern)",24/12/2023,6:00:00,25/12/2023,6:00:00,23012,116,41586,22,0,19505,1069,0,non-estrus,No data
ARIS group 13,"cow-a
(black)",24/12/2023,12:00:00,25/12/2023,12:00:00,17142,333,18685,3,0,47759,1958,0,pre-estrus,No data
ARIS group 13,"cow-b
(white-pattern)",24/12/2023,12:00:00,25/12/2023,12:00:00,11488,78,45510,0,0,27931,873,0,non-estrus,No data
ARIS group 13,"cow-c
(black-pattern)",24/12/2023,12:00:00,25/12/2023,12:00:00,20864,164,42271,31,0,21303,1247,0,non-estrus,No data
ARIS group 13,"cow-a
(black)",24/12/2023,18:00:00,25/12/2023,18:00:00,20826,360,18685,3,0,43445,2841,0,pre-estrus,No data
ARIS group 13,"cow-b
(white-pattern)",24/12/2023,18:00:00,25/12/2023,18:00:00,15237,79,43322,0,0,25934,1588,0,pre-estrus,No data
ARIS group 13,"cow-c
(black-pattern)",24/12/2023,18:00:00,25/12/2023,18:00:00,22397,266,39787,31,0,22277,1402,0,pre-estrus,No data
ARIS group 13,"cow-a
(black)",25/12/2023,0:00:00,25/12/2023,23:59:59,21216,450,18949,3,0,41952,2841,0,pre-estrus,No data
ARIS group 13,"cow-b
(white-pattern)",25/12/2023,0:00:00,25/12/2023,23:59:59,15237,79,35526,36,1,32944,1588,0,pre-estrus,No data
ARIS group 13,"cow-c
(black-pattern)",25/12/2023,0:00:00,25/12/2023,23:59:59,22793,266,32893,35,3,28218,1203,0,pre-estrus,No data
